customer_id,name,age,gender,city
C0407,Adrian,32,Female,South Jeffreychester
C0408,Zachary,60,Female,East Kellyfort
C0409,Evan,54,Female,South Thomasview
C0410,Randy,50,Male,Bennettfurt
C0411,Kent,25,Male,East Adamfort
C0412,Brandon,61,Male,New Lauraberg
C0413,Janet,61,Male,Brandiport
C0414,Rachel,22,Female,New Elizabethland
C0415,Jeffrey,56,Female,Fostertown
C0416,Derek,21,Male,North Mary
C0417,Tiffany,23,Female,Ericatown
C0418,Stacy,62,Male,North Laura
C0419,Joseph,49,Female,Wilsonville
C0420,James,47,Male,Bethshire
C0421,Michael,64,Female,New Abigailton
C0422,Lisa,52,Female,Natalieview
C0423,Janice,57,Male,South Julia
C0424,Stacey,33,Female,Garymouth
C0425,Susan,30,Male,East Tina
C0426,Desiree,59,Male,Anthonymouth
C0427,Wanda,47,Male,Ayersport
C0428,Robert,36,Male,Waltertown
C0429,Kenneth,34,Female,Lisastad
C0430,Angela,36,Female,Lake Lee
C0431,Scott,45,Female,Popeburgh
C0432,Christine,43,Male,Lake Randyport
C0433,Richard,54,Female,North Robertbury
C0434,Lawrence,43,Male,West Lisabury
C0435,Stephanie,40,Female,Dianaview
C0436,Joseph,26,Female,West Charlesshire
C0437,Elizabeth,29,Female,West Patricia
C0438,Joseph,18,Male,North Patrick
C0439,Julie,18,Female,North Traci
C0440,Hannah,64,Female,Heatherbury
C0441,Tyler,51,Male,East Shelly
C0442,Jacqueline,49,Female,West Staceystad
C0443,David,42,Male,North Jaime
C0444,Alexandra,57,Female,West Jessicaberg
C0445,Charles,62,Male,Whiteville
C0446,William,18,Male,South Kimberlyton
C0447,Amber,33,Female,Laurieton
C0448,Jennifer,56,Male,New Robertville
C0449,James,22,Male,Lake Mary
C0450,Samuel,39,Male,New Jamesside
C0451,Jason,46,Male,South Jackhaven
C0452,Melinda,20,Male,Osbornefort
C0453,Jasmine,29,Male,West Katrina
C0454,Jimmy,43,Female,East Rogerberg
C0455,Stephanie,33,Male,Danielmouth
C0456,Zachary,54,Male,South Kristenburgh
C0457,William,39,Female,New Kathrynberg
C0458,Elizabeth,46,Female,Pamelafurt
C0459,Ian,31,Female,Lake Robertland
C0460,Samuel,45,Female,East Shawnmouth
C0461,Michele,22,Female,North Keith
C0462,Jerry,64,Female,South Katrinastad
C0463,James,47,Female,Lake Brandonberg
C0464,Danielle,63,Male,Lake Calvin
C0465,Tyler,22,Male,New Crystalhaven
C0466,Chloe,29,Female,Port Nataliemouth
C0467,Sean,33,Male,Bryanmouth
C0468,Amy,43,Male,North Matthew
C0469,Amanda,43,Male,Millsmouth
C0470,David,38,Female,Tiffanyland
C0471,Wendy,56,Female,Craneport
C0472,Julia,53,Male,Port Barbaraburgh
C0473,Paul,50,Female,Lynnview
C0474,Jonathan,47,Male,Hartmouth
C0475,Brooke,54,Male,Edwardmouth
C0476,Chelsey,40,Male,Port Emilytown
C0477,Nathan,27,Male,New Tiffany
C0478,Tyrone,22,Female,Wolfefort
C0479,Carrie,53,Female,South Tammybury
C0480,Jamie,51,Female,Nicolebury
C0481,Caitlin,48,Male,Michaelville
C0482,Gary,27,Female,Ryanland
C0483,Cody,36,Male,Lake Amandaport
C0484,Edward,49,Female,West Pamelahaven
C0485,Cameron,18,Male,New Deborahfurt
C0486,Jasmine,22,Male,East Kristen
C0487,Christina,62,Male,Rivasburgh
C0488,Jacob,21,Female,Jacobberg
C0489,Benjamin,33,Female,Stevensmouth
C0490,Jennifer,41,Female,Brightville
C0491,Tyler,33,Female,East Samanthaborough
C0492,Douglas,19,Male,Jonathanport
C0493,Kristopher,45,Female,Brownfort
C0494,Kristi,49,Female,South Jamie
C0495,Austin,44,Male,Mikeside
C0496,Stephanie,37,Male,Santosport
C0497,Susan,41,Male,Annaside
C0498,Spencer,29,Female,Harrisside
C0499,Rachel,52,Male,Anthonymouth
C0500,Jasmine,50,Male,North Mark
